puesto_trabajo,nombre_empresa,pais,region_estado,salario_minimo,salario_maximo,moneda_salario,periodo_salario,tipo_contrato,categoria,plataforma_origen,tipo_fuente_datos,enlace_oferta
Sr Data Science Developer- NetSuite/SuiteScript/Python,Oracle,US,California,139097.95,139097.95,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5234478022?utm_medium=api&utm_source=523818bf
Technical Project Manager,Roche,US,California,174488.72,174488.72,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5261345119?utm_medium=api&utm_source=523818bf
Full Stack Engineer,ReSync Bio,US,California,133814.61,133814.61,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5006842053?utm_medium=api&utm_source=523818bf
Software Development Engineer II - C++/Python,Esri,US,California,113271.48,113271.48,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5240993459?utm_medium=api&utm_source=523818bf
Embedded Developer,Yochana,US,California,89742.98,89742.98,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5286525876?utm_medium=api&utm_source=523818bf
Staff Avionics Test Software Engineer,E-Space,US,California,150000.0,210000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/4816771458?utm_medium=api&utm_source=523818bf
Cellular Data Science & Machine Learning Engineer,Apple,US,California,139500.0,258100,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277187914?utm_medium=api&utm_source=523818bf
"Staff Software Systems Engineer, Mail and Messaging",ServiceNow,US,California,101125.88,101125.88,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5258700874?utm_medium=api&utm_source=523818bf
"Python Engineer - Python, C++, Machine learning",Grid Dynamics,US,California,115025.62,115025.62,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5267236521?utm_medium=api&utm_source=523818bf
Python & React (Cloud/Azure Preferred),ERPMARK INC,US,California,84363.23,84363.23,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5270735600?utm_medium=api&utm_source=523818bf
Big Data Engineer,Uber,US,California,146097.69,146097.69,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222397918?utm_medium=api&utm_source=523818bf
Software Engineer,Systems Integration Solutions,US,California,100754.59,100754.59,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5289707537?utm_medium=api&utm_source=523818bf
Full Stack Engineer,Landbase,US,California,134607.66,134607.66,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222380434?utm_medium=api&utm_source=523818bf
Software Quality Assurance Engineer (Multiple Positions),Nokia of America Corporation,US,California,103339.74,103339.74,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5271738002?utm_medium=api&utm_source=523818bf
Software Engineer - AI,FocusKPI,US,California,140690.36,140690.36,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5274721393?utm_medium=api&utm_source=523818bf
Senior Protocol Engineer,Prime Intellect,US,California,179184.69,179184.69,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5005841603?utm_medium=api&utm_source=523818bf
SCADA Engineer,Confidential,US,California,105380.05,105380.05,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5026156805?utm_medium=api&utm_source=523818bf
Embedded Software Engineer,Ohalo,US,California,150000.0,180000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5274453779?utm_medium=api&utm_source=523818bf
"Senior Staff Tech Lead, Data Platforms",Aurora Innovation,US,California,212000.0,340000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5100226898?utm_medium=api&utm_source=523818bf
Software Development Engineer - Test,Apple,US,California,146307.0,214500,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277141105?utm_medium=api&utm_source=523818bf
Software Engineer - Simulation,Apple,US,California,143100.0,264200,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277183885?utm_medium=api&utm_source=523818bf
Software Engineer - 2025 Internship Program (3 Months),DataVisor,US,California,54000.0,72000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5270373446?utm_medium=api&utm_source=523818bf
Senior Automation Developer,Nvidia Usa,US,California,0.0,356500,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5289755849?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,122137.77,122137.77,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5146553855?utm_medium=api&utm_source=523818bf
Wireless Integration and Test Engineer,Apple,US,California,120300.0,210100,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277179968?utm_medium=api&utm_source=523818bf
Wireless Tools & Automation Engineer,Apple,US,California,134800.0,245800,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277067893?utm_medium=api&utm_source=523818bf
"Principal Software Engineer, AWS",Autodesk,US,California,205991.45,205991.45,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5238594304?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,96000.0,178000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5150823413?utm_medium=api&utm_source=523818bf
Senior Software Engineer - Robotics,Mendaera,US,California,157000.0,190000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5132980752?utm_medium=api&utm_source=523818bf
Cellular Data Science & Machine Learning Engineer,Apple,US,California,164264.86,164264.86,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5204776712?utm_medium=api&utm_source=523818bf
SONiC Test Framework Engineer,IBA Infotech Inc.,US,California,59423.84,59423.84,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5261135591?utm_medium=api&utm_source=523818bf
"AI Natural Language Data Analytics Engineering Program Manager, AppleCare",Apple,US,California,146300.0,244100,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277183975?utm_medium=api&utm_source=523818bf
Sr. Firmware Engineer,Biointellisense,US,California,168755.03,168755.03,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222510828?utm_medium=api&utm_source=523818bf
"Manager, Production Engineering","PayPal, Inc. HQ",US,California,158463.56,158463.56,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5271738306?utm_medium=api&utm_source=523818bf
Developer - Enterprise Apps,Infotech Sourcing,US,California,91553.24,91553.24,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4924387916?utm_medium=api&utm_source=523818bf
"Software Engineer, Manufacturing Test Automation",Joby Aviation,US,California,98063.08,98063.08,USD,Anual,part_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5146690422?utm_medium=api&utm_source=523818bf
Senior Product Manager - SDK & AI,Fivetran,US,California,168089.1,168089.1,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5259608471?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,107283.48,107283.48,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247643272?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,102995.29,102995.29,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247643274?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,104405.73,104405.73,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247644358?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,109400.82,109400.82,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247644361?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,107542.66,107542.66,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247644362?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,104810.46,104810.46,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247645145?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,107852.94,107852.94,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247643275?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,109861.69,109861.69,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247644436?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,110814.09,110814.09,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247644355?utm_medium=api&utm_source=523818bf
Manufacturing Test Engineering Manager,Ouster,US,California,107071.6,107071.6,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5247644437?utm_medium=api&utm_source=523818bf
Senior Full Stack Engineer,Roberts Recruiting,US,California,150000.0,180000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222457072?utm_medium=api&utm_source=523818bf
Design Verification Engineer,Apple,US,California,143100.0,214500,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277131275?utm_medium=api&utm_source=523818bf
Member of Technical Staff - Compute Platform,Prime Intellect,US,California,131910.86,131910.86,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5190394344?utm_medium=api&utm_source=523818bf
Senior Application Scientist Manager,Cadence Systems,US,California,141400.0,262600,USD,Anual,full_time,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5151174287?utm_medium=api&utm_source=523818bf
Senior Wireless Protocol Engineer,Delart Technology Services LLC,US,California,89322.71,89322.71,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5238935670?utm_medium=api&utm_source=523818bf
Backend Software Engineer (Infra Focus),IntelliPro Group Inc.,US,California,110647.66,110647.66,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277217094?utm_medium=api&utm_source=523818bf
Software Engineer,Astra,US,California,130000.0,160000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5246429508?utm_medium=api&utm_source=523818bf
AI Hardware Architect,d-Matrix,US,California,110629.62,110629.62,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5123426263?utm_medium=api&utm_source=523818bf
Mid-level Data Science Engineer,Trabus Technologies,US,California,151213.33,151213.33,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4814537534?utm_medium=api&utm_source=523818bf
Product Engineer,Swish Analytics,US,California,133000.0,180000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5248530323?utm_medium=api&utm_source=523818bf
"Solution Engineer, GTL",Nvidia Usa,US,California,0.0,287500,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5263667034?utm_medium=api&utm_source=523818bf
"AIML - Machine Learning, Siri Comprehension & Planning",Apple,US,California,147400.0,272100,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277145367?utm_medium=api&utm_source=523818bf
"Supply Chain Technical Architect, IS&T Enterprise Systems",Apple,US,California,175800.0,312200,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277180959?utm_medium=api&utm_source=523818bf
Backend Media Developer Job at KellyMitchell Group in Glendale,KellyMitchell Group,US,California,143639.9,143639.9,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5284699719?utm_medium=api&utm_source=523818bf
Backend Media Developer,Jobleads-US,US,California,138562.92,138562.92,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5284706342?utm_medium=api&utm_source=523818bf
Backend Media Developer Job at US Company in Glendale,US Company,US,California,139860.67,139860.67,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5284685631?utm_medium=api&utm_source=523818bf
KellyMitchell Group is hiring: Backend Media Developer in Glendale,KellyMitchell Group,US,California,154364.66,154364.66,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5287563925?utm_medium=api&utm_source=523818bf
"Software Engineer ML Infra Systems, Staff",d-Matrix,US,California,158112.14,158112.14,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5134103956?utm_medium=api&utm_source=523818bf
"Software Engineer ML Infra Systems, Senior",d-Matrix,US,California,180000.0,280000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5144887805?utm_medium=api&utm_source=523818bf
Research Scientist,Apple,US,California,165500.0,248700,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277071179?utm_medium=api&utm_source=523818bf
"VP, Quantitative Research Analyst (Newport Beach)",Pimco,US,California,202267.08,202267.08,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5225722237?utm_medium=api&utm_source=523818bf
"Software Engineer, IS&T (Early Career)",Apple,US,California,126800.0,190900,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5289797976?utm_medium=api&utm_source=523818bf
Senior Software Engineer,Red 6,US,California,150000.0,200000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5259838044?utm_medium=api&utm_source=523818bf
Software Development Engineer (Graphics) - Intermediate Job at Jobs via Dice in,Jobs via Dice,US,California,170505.55,170505.55,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5281458444?utm_medium=api&utm_source=523818bf
Jobs via Dice is hiring: Software Development Engineer (Graphics) - Intermediate,Jobs via Dice,US,California,182016.86,182016.86,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5287555205?utm_medium=api&utm_source=523818bf
"Software Engineer, Principal - AI/ML Kernels",d-Matrix,US,California,180000.0,300000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4814574001?utm_medium=api&utm_source=523818bf
"AI Solution Architect, Pre sales - Palo Alto",Mistral AI,US,California,160407.34,160407.34,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4816796256?utm_medium=api&utm_source=523818bf
Software Engineer,Crate Platforms,US,California,280000.0,380000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5193251543?utm_medium=api&utm_source=523818bf
Job Requirements,KORE1 Technologies,US,California,113799.44,113799.44,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5132188633?utm_medium=api&utm_source=523818bf
Sr. Cloud Engineer,"Universal Audio, Inc",US,California,104657.94,104657.94,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4870324638?utm_medium=api&utm_source=523818bf
"Robotics Software Developer (San Francisco, CA)",Jobgether,US,California,124697.18,124697.18,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5235473713?utm_medium=api&utm_source=523818bf
"Machine Learning Research Engineer, Natural Language Generation (NLG), Apple Intelligence",Apple,US,California,147400.0,272100,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277131408?utm_medium=api&utm_source=523818bf
"Staff Software Engineer, TPU Performance, Hardware/Software Co-Design",Google,US,California,197000.0,291000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5248082616?utm_medium=api&utm_source=523818bf
Software Engineer - Medical Applications & Algorithms,Heartflow,US,California,120339.41,120339.41,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5215459357?utm_medium=api&utm_source=523818bf
Software Engineer,"OurStaff, LLC",US,California,100000.0,150000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5169896088?utm_medium=api&utm_source=523818bf
Software Development Engineer (Graphics) - Intermediate (US),ObjectWin Technology,US,California,115974.78,115974.78,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277492920?utm_medium=api&utm_source=523818bf
ObjectWin Technology is hiring: Software Development Engineer (Graphics) - Inter,ObjectWin Technology,US,California,102893.38,102893.38,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5287566449?utm_medium=api&utm_source=523818bf
"Senior Software Engineer, Sensor Infrastructure",Aurora Innovation,US,California,162000.0,260000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5041482672?utm_medium=api&utm_source=523818bf
Pre and Post Silicon Automation Engineer,Qualcomm,US,California,86360.63,86360.63,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5129187052?utm_medium=api&utm_source=523818bf
Database Administrator,Robert Half,US,California,88465.8,88465.8,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5287644754?utm_medium=api&utm_source=523818bf
Backend Software Engineer (Infra Focus),IntelliPro Group,US,California,119628.72,119628.72,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5279137885?utm_medium=api&utm_source=523818bf
Sr. Software Development Engineer - C++,Esri,US,California,126519.02,126519.02,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5262802269?utm_medium=api&utm_source=523818bf
Sr Robotics Software Engineer - Real-Time Middleware / Infrastructure,"Telos Health, Inc.",US,California,177537.12,177537.12,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5267042438?utm_medium=api&utm_source=523818bf
"Senior Software Engineer, Autonomy - Calibration, Mapping & Localization",Cyngn,US,California,167242.9,167242.9,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5014845998?utm_medium=api&utm_source=523818bf
Sr. Software Engineer (Back End / Machine Learning),PlayStation Global,US,California,187700.0,281500,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222395752?utm_medium=api&utm_source=523818bf
"VP, Quantitative Research Analyst (Newport Beach)",PIMCO Ltd. - Pacific Investment Management Company,US,California,198150.31,198150.31,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5225723463?utm_medium=api&utm_source=523818bf
Data Scientist,Arete Associates,US,California,90000.0,150000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5248170602?utm_medium=api&utm_source=523818bf
Staff Software Engineer - Systems & Infrastructure,Third Wave Automation,US,California,158000.0,238000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5175211332?utm_medium=api&utm_source=523818bf
B2B EDI Developer II - IBM Sterling Integrator,Niagara Bottling,US,California,96309.0,139648,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5271392048?utm_medium=api&utm_source=523818bf
Spacecraft Engineering Internship (Software) - Fall 2025,Varda Space Industries,US,California,71815.95,71815.95,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5040177431?utm_medium=api&utm_source=523818bf
Software Engineer - Platform,Androcles-Group,US,California,136072.73,136072.73,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4811352082?utm_medium=api&utm_source=523818bf
Backend Engineer,Keepsafe,US,California,120000.0,150000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5191411427?utm_medium=api&utm_source=523818bf
IT Application Technical Delivery Engineer [Req P5779],"Applied Materials, Inc.",US,California,91789.9,91789.9,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5273571888?utm_medium=api&utm_source=523818bf
"Senior Software Engineer, AI Infra",RoboForce,US,California,128233.26,128233.26,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5015621841?utm_medium=api&utm_source=523818bf
"Software Engineer - Orchestration, Management, & API",Androcles-Group,US,California,139495.95,139495.95,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222529157?utm_medium=api&utm_source=523818bf
