cluster,titulo_puesto,nombre_empresa,ubicacion,modalidad,salario
1,Ejecutivo de Reservas,PERUVIAN SUNRISE,,,
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo Comercial Freelance,ATIEMPO TELESERVICIOS JIT E.I.R.L.,,,
1,Ejecutivo de Ventas,CBC PERUANA,,,
1,Ejecutivo de Cuentas Clave Piura,Alimentos de Exportacion SAC,,,"S/. 1.500,00 (Mensual)"
1,Ejecutivo de Ventas  Canal Food Service Horeca,Fosforera Peruana SA,,,
1,Ejecutivo de Fidelización de Clientes,Verisure Peru SAC,,,
1,Ejecutivo de Ventas Junior – Canal Horeca,,,,"S/. 5.000,00 (Mensual) + Comisiones"
1,Asesor Comercial o Ejecutivo de Ventas,Pos Solutions S.A.C.,,,"S/. 1.500,00 (Mensual)"
1,Ejecutivo Comercial B2B (AUNA)  Ventas Corporativas Planilla Directa /Planilla Completa+ comisiones,Grupo AUNA,,Presencial y remoto,
1,Ejecutivo de Ventas,CBC PERUANA,,,
1,Ejecutivo de ventas Software,INSIGHT CONSULTORIA CLINICA Y ORGANIZACIONAL,,Presencial y remoto,"S/. 2.000,00 (Mensual)"
1,"Ejecutivo Comercial / Sueldo fijo + comisiones promedio S/. 4,500 / Tarapoto",Automatizate Negocios,,,
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Admisión Emergencia / Arequipa,SANNA,,,
1,Ejecutivo de Admisión Emergencia,Especialidades Medicas Universal S.A,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo/a de Ventas Digitales Multicanal,,,Presencial y remoto,
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de ventas con experiencia en sector financiero,BEKIT,,,
1,Ejecutivo de Ventas B2B – Sector Eléctrico / Industrial,Electro  Regsa  S.A.C,,,
1,Ejecutivo Comercial,Classy Food Peru,,,"S/. 1.300,00 (Mensual)"
1,Ejecutivo de Ventas / Sueldo Base + Comisiones sin limites,Financiera QAPAQ,,,
1,Ejecutivo de Ventas / Sueldo Base + Comisiones sin limites,Financiera QAPAQ,,,
1,Ejecutivo(a) de Ventas – Software y Soluciones Tecnológicas,EXCELSIUS,,Presencial y remoto,
1,Ejecutivo Comercial Pymes  Win Negocios,YT GROUP,,,"S/. 1.200,00 (Mensual)"
1,Ejecutivo Comercial  Prosegur Alarmas,YT GROUP,,Presencial y remoto,"S/. 1.200,00 (Mensual)"
1,Ejecutivo(a) Admisión / Lima,Clinica Internacional SA,,,
1,Ejecutivo de Ventas  / Ica,Financiera QAPAQ,,,"S/. 1.130,00 (Mensual)"
1,Financiera oh! Se requiere Ejecutivo de Ventas Plaza Vea Ica,Grupo Intercorp,,,
1,Ejecutivo Comercial,Country Club de Villa A. C.,,,
1,"Ejecutivo Comercial / Sueldo fijo + comisiones promedio S/. 4,500 (Cajamarca)",Automatizate Negocios,,,
1,Ejecutivo de créditos vehiculares y seguros,MOTORLINK S.A.C.,,,"S/. 1.500,00 (Mensual)"
1,Ejecutivo de Ventas  (Ica Subtanjalla),Los Portales,,,
1,Ejecutivo de Ventas  (Chiclayo Pimentel),Los Portales,,,
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Service Desk Mesa de Ayuda,Centro Nacional de Servicios - CNS,,,"S/. 1.700,00 (Mensual)"
1,Ejecutivo de Service Desk con experiencia en software Aranda,Centro Nacional de Servicios - CNS,,Presencial y remoto,"S/. 1.699,00 (Mensual)"
1,Ejecutivo de ventas,Grupo San Pablo,,,
1,Banco Falabella/ Ejecutivo Comercial Mall Plaza Bellavista/Sector Financiero,FALABELLA CORPORATIVO PERÚ,,,
1,Ejecutivo de ventas Corporativos,INKADEVS S.A.C.,,,
1,Ejecutivo de Ventas  / Mariscal Caceres,Financiera QAPAQ,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Admisión Emergencia / Arequipa,SANNA,,,
1,Ejecutivo Comercial,HENKO LOGISTICS SAC,,Presencial y remoto,
1,Ejecutivo Comercial  (Trujillo),Fonbienes Peru EAFC S.A..,,,
1,Ejecutivo de Aduanas,GROWTH LAB E.I.R.L.,,,
1,Ejecutivo de Ventas  / Canto Grande,Financiera QAPAQ,,,"S/. 1.130,00 (Mensual)"
1,Motorizados/ Asesor Comercial / Ejecutivo de Telemarketing,Daryza S.A.C.,,,"S/. 1.500,00 (Mensual)"
1,Motorizados/ Asesor Comercial / Ejecutivo de Telemarketing,Daryza S.A.C.,,,"S/. 1.500,00 (Mensual)"
1,Ejecutivo de Ventas – POS (Culqi) / Chiclayo,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Ventas Corporativo,SAM,,,
1,Ejecutivo de Recuperaciones Mibanco Olmos,Manpower,,,
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Ventas C/Experiencia,Hagroy Electronic,,,"S/. 1.800,00 (Mensual) + Comisiones"
1,ejecutivo/a comercial,MENA PEZO MARIAN JHOANY,,,
1,Ejecutivo de Telemarketing Captación,ICPNA,,,
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Vendedor de Equipos médicos de imágenes / Ejecutivo de Ventas de Ecógrafos / Rayos X / Resonadores,Total Talent Human Resources,,,"S/. 2.000,00 (Mensual)"
1,Ejecutivo de Ventas,APRENDELO PE AGENCIA & CURSOS,,Presencial y remoto,
1,"Ejecutivo Bancario/ Mibanco / Cocachacra, Islay",Manpower,,,
1,Ejecutivo de Ventas / Sueldo Base + Comisiones sin limites,Financiera QAPAQ,,,
1,Ejecutivo de Ventas / Sueldo Base + Comisiones sin limites,Financiera QAPAQ,,,
1,"Ejecutivo Comercial / Sueldo fijo + comisiones promedio S/. 4,500 (Pucallpa)",Automatizate Negocios,,,
1,Ejecutivo de Reservas,PERUVIAN SUNRISE,,,
1,Ejecutivo de Cuentas Pasivas Mibanco Huaraz,Manpower,,,"S/. 2.100,00 (Mensual)"
1,Ejecutivo comercial Productos Químicos,LULLI & ASOCIADOS S.A.C. - ENLACE Talento - Trabajo - Desarrollo,,,
1,Ejecutivo(a) Comercial,TRANSARCALI,,,
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de créditos vehiculares y seguros,MOTORLINK S.A.C.,,,"S/. 1.500,00 (Mensual)"
1,Ejecutivo de ventas / Caja Prymera,Sef Peru Holding SAC,,,
1,Ejecutivo/a comercial,CLÍNICA MONTELUZ,,,
1,Ejecutivo de Ventas,IMPORT EXPORT TOOLS SAC,,,"S/. 1.400,00 (Mensual)"
1,Ejecutivo de Ventas de Autopartes,CORPORACION JRC PERU S.A.C.,,,"S/. 1.130,00 (Mensual) + Comisiones"
1,Ejecutivo Comercial Segmento Edificación,Nicoll Perú S.A,,,
1,Ejecutivo(a) de Ventas,ARGACORP S.A.C.,,,
1,Ejecutivo Comercial  Inside Sales/Rubro Tecnología,,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo Comercial  Inside Sales/Rubro Tecnología,,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo Comercial,Optictimes,,,
1,Ejecutivo de Ventas,LASER PRODUCTS EIRL,,,
1,Ejecutivo(a) de Ventas Casco Urbano,Huemura SAC,,,
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo(a) de Admisión Ambulatoria / Auna Miraflores,Grupo AUNA,,,"S/. 1.500,00 (Mensual)"
1,Ejecutivo de Ventas (Piura),Los Portales,,,
1,Ejecutivo de Visitas a Condominios /Movistar,Digital Max,,,"S/. 1.430,00 (Mensual)"
1,Callao!! Ejecutivo de ventas Fibra óptica,Salesland Pacífico,,,
1,Ejecutivo / Secretario de Biblioteca  (Temporal),ICPNA,,,
1,Ejecutivo de Telemarketing Captación,ICPNA,,,
1,Ejecutivo de Ventas B2B,Corporacion New Age,,,
1,Ejecutivo Comercial de Productos Financieros Cusco,Sef Peru Holding SAC,,,
1,Ejecutivo comercial,ADN BRANDS,,,
1,Ejecutivo / Secretario de Biblioteca  (Temporal),ICPNA,,,
1,Ejecutivo de cuentas AM,Bitel,,,"S/. 1.800,00 (Mensual)"
1,Ejecutivo comercial TI,CORPORACION MACROCHIPS SAC,,,
1,Ejecutivo de Ventas,ILAE,,,
1,Ejecutivo de Ventas  / Ica,Financiera QAPAQ,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo Comercial B2B,,,,"S/. 2.000,00 (Mensual) + Comisiones"
1,Ejecutivo Comercial,Support Brigades Fire & Safety S.A.C.,,Presencial y remoto,"S/. 1.700,00 (Mensual)"
1,Ejecutivo Comercial,Grupo San Pablo,,,
1,Ejecutivo de ventas,Grupo San Pablo,,,
1,Ejecutivo de Ventas,N&S Distribuciones,,,
1,Ejecutivo de ventas con experiencia venta de Aceros Inoxidable,,,,
1,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,Automatizate Negocios,,,"S/. 1.130,00 (Mensual)"
1,Ejecutivo Comercial  Agencia de carga,ACCI CARGO SAC,,,
1,Ejecutivo de recuperaciones mibanco Olmos,Manpower,,,"S/. 1.129,00 (Mensual)"
1,Ejecutivo de Ventas / Asia /Contamos con movilidad,Los Portales,,,
1,Ejecutivo de Ventas / Lima Sur,Los Portales,,,
1,Ejecutivo de Ventas Huancayo,Los Portales,,,
1,Ejecutivo de Ventas,MAYA,,,
1,Ejecutivo de Banca Negocio PYME Tumbes,TRUST CONSULTING,,,
1,Ejecutivo de Ventas Hipotecario,Adecco Perú S.A.,,,"S/. 1.000,00 (Mensual)"
